checkin_time,lead_time,lenght_of_stay,checkin_month,checkin_day,adult_count,child_count,origin,requested_category,asset,asset_type,business_segment,rate_type,returning_inhabitant,recurrence,libere_community,reservation_net_value,zona_roja_mes,Estacion_Estancia,Estacion_Reserva,estancia_en_festivo,estancia_en_finde,City,mes_checkin_numerico,reservation_checkin_month_diff,Reserva_Dia_Semana,status,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,ciudad,codigo_ccaa
2023-01-01 12:00:00,36,1,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,yes,4,no,15.92,0,Winter,Autumn,0,1,Donosti,1,2,Saturday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 13:09:00,11,9,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,yes,2,yes,117.78,0,Winter,Winter,1,1,Donosti,1,1,Wednesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,102,6,January,Sunday,2,4,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,755.65,0,Winter,Autumn,1,1,Donosti,1,4,Wednesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,99,1,January,Sunday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,186.37,1,Winter,Autumn,0,1,Donosti,1,4,Saturday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,75,1,January,Sunday,4,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,77.02,1,Winter,Autumn,0,1,Donosti,1,3,Tuesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,37,1,January,Sunday,2,1,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,74.4,0,Winter,Autumn,0,1,Donosti,1,2,Friday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,36,2,January,Sunday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,57.55,1,Winter,Autumn,0,1,Donosti,1,2,Saturday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,30,1,January,Sunday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,86.98,0,Winter,Winter,0,1,Donosti,1,1,Friday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,28,2,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,27.69,0,Winter,Winter,0,1,Donosti,1,1,Sunday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,21,7,January,Sunday,2,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,37.61,1,Winter,Winter,1,1,Donosti,1,1,Sunday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,14,3,January,Sunday,3,0,telephone,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,178.17,1,Winter,Winter,0,1,Donosti,1,1,Sunday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,13,4,January,Sunday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,76.25,0,Winter,Winter,0,1,Donosti,1,1,Monday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,12,1,January,Sunday,7,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,116.39,0,Winter,Winter,0,1,Donosti,1,1,Tuesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,12,1,January,Sunday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,61.96,0,Winter,Winter,0,1,Donosti,1,1,Tuesday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,10,1,January,Sunday,3,1,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,90.18,0,Winter,Winter,0,1,Donosti,1,1,Thursday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,8,2,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,28.92,0,Winter,Winter,0,1,Donosti,1,1,Saturday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,5,17,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,258.4,1,Winter,Winter,1,1,Donosti,1,1,Tuesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,5,1,January,Sunday,3,1,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,69.02,1,Winter,Winter,0,1,Donosti,1,1,Tuesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,4,1,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,yes,3,yes,13.01,1,Winter,Winter,0,1,Donosti,1,1,Wednesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,4,3,January,Sunday,4,0,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,279.77,0,Winter,Winter,0,1,Donosti,1,1,Wednesday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,3,4,January,Sunday,2,3,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,329.34,1,Winter,Winter,0,1,Donosti,1,1,Thursday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,3,2,January,Sunday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,150.34,0,Winter,Winter,0,1,Donosti,1,1,Thursday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,1,1,January,Sunday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,65.1,1,Winter,Winter,0,1,Donosti,1,1,Saturday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,1,2,January,Sunday,1,0,direct_channel,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,yes,2,no,36.73,0,Winter,Winter,0,1,Donosti,1,1,Saturday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,0,3,January,Sunday,1,0,telephone,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,19.0,1,Winter,Winter,0,1,Donosti,1,0,Sunday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,0,3,January,Sunday,1,0,telephone,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,18.55,1,Winter,Winter,0,1,Donosti,1,0,Sunday,cancelled,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,0,6,January,Sunday,1,0,telephone,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,yes,111.37,0,Winter,Winter,1,1,Donosti,1,0,Sunday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,0,1,January,Sunday,4,0,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,82.91,0,Winter,Winter,0,1,Donosti,1,0,Sunday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-01 15:00:00,0,1,January,Sunday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,24.12,0,Winter,Winter,0,1,Donosti,1,0,Sunday,checked_out,2023-01-01,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"16,9","2,0","12,4",23:59,"21,4",12:30,18.0,"9,2","21,1",14:00,30.0,98.0,23:59,27.0,Varias,Donosti,ES-PV
2023-01-02 12:00:00,96,1,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,yes,3,no,13.95,1,Winter,Autumn,0,0,Donosti,1,4,Wednesday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,87,2,January,Monday,2,0,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,60.55,1,Winter,Autumn,0,0,Donosti,1,3,Friday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,87,2,January,Monday,2,0,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,48.44,1,Winter,Autumn,0,0,Donosti,1,3,Friday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,75,1,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,13.07,1,Winter,Autumn,0,0,Donosti,1,3,Wednesday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,65,2,January,Monday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,yes,111.28,1,Winter,Autumn,0,0,Donosti,1,3,Saturday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,60,7,January,Monday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,420.13,1,Winter,Autumn,1,1,Donosti,1,2,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,54,1,January,Monday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,48.39,1,Winter,Autumn,0,0,Donosti,1,2,Wednesday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,53,2,January,Monday,2,1,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,114.36,1,Winter,Autumn,0,0,Donosti,1,2,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,39,2,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,20.94,1,Winter,Autumn,0,0,Donosti,1,2,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,39,2,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,20.94,1,Winter,Autumn,0,0,Donosti,1,2,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,36,3,January,Monday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,57.22,1,Winter,Autumn,0,0,Donosti,1,2,Sunday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,34,3,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,40.97,1,Winter,Autumn,0,0,Donosti,1,2,Tuesday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,33,1,January,Monday,3,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,107.89,1,Winter,Autumn,0,0,Donosti,1,2,Wednesday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,30,2,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,27.11,1,Winter,Winter,0,0,Donosti,1,1,Saturday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,28,3,January,Monday,2,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,54.53,1,Winter,Winter,0,0,Donosti,1,1,Monday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,24,4,January,Monday,4,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,59.12,1,Winter,Winter,0,0,Donosti,1,1,Friday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,22,3,January,Monday,2,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,113.81,1,Winter,Winter,0,0,Donosti,1,1,Sunday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,21,4,January,Monday,4,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,91.73,1,Winter,Winter,0,0,Donosti,1,1,Monday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,17,3,January,Monday,3,1,telephone,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,86.91,1,Winter,Winter,0,0,Donosti,1,1,Friday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,14,1,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,19.81,1,Winter,Winter,0,0,Donosti,1,1,Monday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,10,2,January,Monday,3,0,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,95.32,1,Winter,Winter,0,0,Donosti,1,1,Friday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,7,2,January,Monday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,100.5,1,Winter,Winter,0,0,Donosti,1,1,Monday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,5,3,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,39.98,1,Winter,Winter,0,0,Donosti,1,1,Wednesday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,4,2,January,Monday,2,2,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,87.09,1,Winter,Winter,0,0,Donosti,1,1,Thursday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,4,2,January,Monday,4,0,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,141.74,1,Winter,Winter,0,0,Donosti,1,1,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,4,1,January,Monday,2,2,direct_channel,Hostel room,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,55.93,1,Winter,Winter,0,0,Donosti,1,1,Thursday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,3,2,January,Monday,2,3,channel_manager,Hostel room,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,237.14,1,Winter,Winter,0,0,Donosti,1,1,Friday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,3,1,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Non Refundable,no,1,no,12.15,1,Winter,Winter,0,0,Donosti,1,1,Friday,checked_out,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
2023-01-02 15:00:00,2,10,January,Monday,1,0,channel_manager,Hostel bed,Koisi Hostel,hostel,Leisure Individual,Flexible,no,1,no,15.75,1,Winter,Winter,1,1,Donosti,1,1,Saturday,cancelled,2023-01-02,1024E,"DONOSTIA / SAN SEBASTIÁN, IGELDO",GIPUZKOA,250,"11,8","0,5","8,5",23:45,"15,0",03:10,30.0,"2,2","14,4",03:50,85.0,100.0,Varias,52.0,03:00,Donosti,ES-PV
