username,country,score,date_written,positive,negative,tags,hotel
Dalila,España,6.0,Escrito en 11 de agosto de 2024,La ubicación,"El alojamiento está muy bien para dos personas. Éramos tres y el sofá cama asignado ocupaba todo el espacio, crujía en cada movimiento y no era cómodo.
Reservamos para tres, confiando en tener confort para los tres, pero no fue así.
Deberían dejar claro, al hacer la reserva, que no hay personal, que toda la relación es virtual, incluida la activación de la llave, que nos complicó la vida, porque somos mayores y nos estresa el manejo de cuentas, contraseñas, transferencias, casi en la puerta del hotel.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Antonio,España,1.0,Escrito en 31 de julio de 2024,La ubicación,No es lo q esperaba 4 noches sin limpieza habitación ni contacto con recepción,"['•Pareja', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Manolo,España,5.0,Escrito en 24 de julio de 2024,La ubicacion,,"['•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Javier,España,4.0,Escrito en 18 de julio de 2024,Su situación  y el parking,El sofá cama es una condena  y si llego a saberlo no contrato el desayuno. Mira que no tienen pan para una tostada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Esteve,España,4.0,Escrito en 11 de septiembre de 2023,La limpieza,Que dijeron que nos guardarien las maletas y en el momento que lo pedi mos nos dijeron que no ofrecian el servicio,"['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Ana,España,5.0,Escrito en 10 de septiembre de 2023,"El alojamiento es comodo si es para tres personas, muy cerca del centro y muy limpio","El sofa cama es muy incomodo, se te clava los muelles y se hunde por zonas el colchon","['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Sara,España,5.0,Escrito en 10 de septiembre de 2023,El apartamento estaba limpio y muy nuevo.,"No me gusta que no haya personas que atiendan. Llegamos tarde y no funcionaba el código del parking, como no hay personas que atiendan estuvimos llamado durante 20 minutos hasta que nos atendieron, pero para ese momento ya habíamos aparcado en la calle y cargado las maletas.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Egnis,España,6.0,Escrito en 6 de septiembre de 2023,"Esta muy céntrico y que es nuevo todo, aunque el sofá cama es lo más incómodo del mundo, sinceramente el colchón no sirve parece muy usado y con un hueco al medio que hace que sea muy incómodo","El personal de atención al cliente, llame para ver si podíamos hacer check in antes, la chica que estaba me dijo que no tenían recepción física, (que si la tienen) luego le dije bueno el parking lo tienes? Me dice si por 14€ adicional me manda el enlace para pagar, lo hago, pero en ningún momento aclara que el parking tampoco se puede usar hasta las 3 pm, cuando voy de camino le llamo me dice que no puedo entrar aún nisiquiera al parking y encima no me deja ni hablar, la verdad fue bastante grosera, llame varias veces en una de las veces me colgó el teléfono y me dejo hablando sola, la verdad considero que una persona debe estar a gusto con su trabajo, sino está a gusto pues no debería pagar sus frustraciones con los clientes, la verdad muy muy grosera y es el punto más negativo de mi reseña, su nombre es Ana y la verdad muy falta de respeto, el trato de ella hizo que se cayera toda mi expectativa sobre el lugar","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Lucía,España,6.0,Escrito en 5 de septiembre de 2023,Está bastante limpio y el aire funciona bien.,"Lo primero es que no responden a los mensajes que les envías o si responden luego no hacen lo que dicen(Pedí un trapo de cocina, me dijeron que sí y nunca apareció). La taza del baño está desencajada. El colchón del sofá cama es bastante mejorable ya que es incómodo. Por último, si no pides kit de limpieza no hay ni un estropajo ni bayeta para poder limpiar.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Graciela,España,3.0,Escrito en 28 de agosto de 2023,Las instalaciones están bien.,"No me funcionaba el móvil y tardé más de 1 hora en poder entrar y nade me atendía, no había personal ni contestaban el teléfono. Además me cobraron por una mascota inexistente, esperando devolución.","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']",Vitoria
Tsvetomila,España,4.0,Escrito en 27 de agosto de 2023,La ubicación,"Había reservado un ático, nos dieron un apartamento en planta más baja, cuando llamé a reclamar me dijeron que es lo que hay y no tienen áticos disponibles, que las fotos que se cuelgan en Booking son orientativas. A parte que estaba muy, muy sucio todo, sobre todo el vuelo y había un dedo de polvo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Agustí,España,3.0,Escrito en 27 de agosto de 2023,Ubicación perfecta,"La limpieza dejaba mucho que desear.Sin kit de limpieza en la cocina , se pidió varias veces y durante los seis dias que estuvimos no se facilitó nada. Las almohadas estaban sucias , se tuvo que reclamar un cambio por que daban asco.
La comodidad del sofá cama horrible ,teniendo tambien el cubre-cama sucio.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']",Vitoria
Hicham,España,5.0,Escrito en 25 de agosto de 2023,en general todo,"teníamos que hacer el check in a las 15:00, llegamos al apartamento a las 15:15 y no pudimos entrar hasta las 16:00 esperando en el pasillo con las maletas, el sistema de entrada daba fallos, hablamos con Líbere mas de 3 veces y nadie nos abría , hasta que por casualidad una persona del edificio pasaba por nuestra planta nos abrió el apartamento. Pedimos por teléfono una compensación por haber entrado tarde, nos dijeron que devolverían la llamada, nadie nos llamó, el día siguiente hicimos el check out a las 10:58, llamamos de nuevo para informar de la hora del check out y preguntar por la compensación, nos dijeron que se pondrían en contacto con nosotros cuando tuvieran respuesta, han pasado varios días desde entonces y nada. Me parece un desprecio su manera de tratar a los huéspedes después de habernos fallado en la hora del check in, nuestro paso por Vitoria se queda con mal sabor .","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Josefa,España,6.0,Escrito en 25 de agosto de 2023,La Ubicación. Estaba limpio.,"Problemas con el aire acondicionado en plena ola de calor, sofá cama muy incómodo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Tamayo,España,3.0,Escrito en 24 de agosto de 2023,La ubicacion,"Aire acondicionado con horario restringido. 
Sofa cama insuficiente, incómodo. 
Colchon cama matrimonial muy incomodo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Adrian,Argentina,5.0,Escrito en 24 de agosto de 2023,"Las instalaciones son nuevas y limpias. Bien ubicado, pero….","No ponen para lavar vajilla, ni una esponja, ni toallas de papel para cocina, ni un repasador para secar platos o manos. En la ducha solo jabón líquido. No hay shampoo ni acondicionador de cabello. No hay un solo trapo ni para el piso ni para cocina. No dejan ni un sobre de azúcar, sal o unas gotas de aceite. Un apartamento lindo pero totalmente vacío. Eso le resta muchos puntos porque por dos o tres noches tienes que comprar todo. Y seguro que luego se lo llevan. Triste y poco profesional","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Monika,España,5.0,Escrito en 24 de agosto de 2023,Era confortable,Desproporcionado calidad-precio,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Raúl,España,5.0,Escrito en 24 de agosto de 2023,La ubicación,Sofá cama incomodo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Sirguerra,España,5.0,Escrito en 23 de agosto de 2023,"La limpieza. Todo estaba perfectamente pulcro.El equipamiento de electrodomésticos, muy completo.","No entiendo que traten como críos a adultos que saben descargarse una app y con capacidad de abrir puertas mediante una clave digital: ¿a qué viene que las ventanas solo puedan abrirse dos dedos? Sin ventana a la que asomarse ni balcón, la sensación de agobio era enorme. Tampoco entiendo que no hubiese una bayeta de cocina para recoger tras la cena. ¿Debemos usar papel higiénico para arrastrar las migas? Por último, deberían revisar la, digamos, decoración de los rellanos: entiendo que en Vitoria hace considerable frío en invierno pero ¿moqueta alzul marino por todas partes? El ambiente era muy sórdido.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
María,España,6.0,Escrito en 22 de agosto de 2023,"Las camas eran cómodas y la habitación espaciosa, con sitio para poner la ropa y dejar las maletas. La ubicación también bien, aunque no está en pleno centro, en unos 10 minutos andando, llegas.","La limpieza, tanto en el baño como en la cocina había suciedad (microondas, cubiertos, dispensador de jabón, ...). La ventana del salón tenía el pomo suelto y una de las puertas del mueble del salón no cerraba. Además se les olvidó poner el kit de limpieza que pedimos y las sábanas del sofá-cama, tuvimos que llamar para que lo trajeran. Otra cosa que echamos en falta fue algún tendedero para la ropa, porque no sirve de mucho que tenga lavadora, si no hay sitio para tender.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Jose,España,3.0,Escrito en 14 de agosto de 2023,Situacion,"Reservamos un apartamento para no fumadores y cuando entramos el olor a tabaco era evidente, no de haber fumado  de forma puntual si no de ser un espacio en el que ae habia fumado de forma habitual.
Con el aire acondicionado tuvimos problemas. Segun nos informaron desde el telefono de la recepcion virtual estaba regulado para todo el edificio, no nos dijeron a que temperaturra. La solucion si teniamos era abrir las ventanas. Pasamos los dos dias con ellas abiertaa soportando el ruido se trafico de la calle y el sabado por la noche el ruido se la diiscoteca/pub que habia a pocos metros de la entrado. No pudimoa descansar!!","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Alba,España,5.0,Escrito en 13 de agosto de 2023,La ubicación.,"Para empezar era un apartamento con capacidad para 3 personas y nos metieron a 5 como se puede ver en el permiso del apartamento, lo cual dudo sea legal. A partir de ahí, sofá cama horrible, terminamos poniendo el colchón en el suelo, cubiertos insuficientes para 5, sillas y espacio insuficiente, cables sueltos, cuadro con cristal roto… Es una pena, porque podrían estar bien los apartamentos, primero si no metieran a más personas de su capacidad, al menos podrían poner un sofá cama decente, y luego darles un repasito, por seguridad.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Raquel,España,5.0,Escrito en 11 de agosto de 2023,Muy centrico,Tuve un problema ya que se estropeó la tele .Avise ayer y nadie de mantenimiento a venido no se han puesto en contacto con nosotros. Que un complejo bastante grande no haya nadie personalmente que te pueda aclarar las dudas.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Gema,España,1.0,Escrito en 11 de agosto de 2023,,"No funcionaba el aire acondicionado  y estabamos a a 36 grados.
No nos cambiaron de habitación..decían que estaba lleno y no habia..fue muy desagradable. No nos daban solución.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Jairo,España,4.0,Escrito en 11 de agosto de 2023,Limpieza y está cuidado,"Que no se pueda abrir una ventana me parece claustrofóbico,hay gente que no lo lleva nada bien,en un apartamento tan Pequeño,sin una terraza y encima sin abrir una ventana ya que son abatibles y demasiado poco,es pésimo,lo digo sin ser fumador.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Lmateo,España,4.0,Escrito en 10 de agosto de 2023,Ubicación y precio,"Falta de limpieza abismal, bastante sucio y descuidado. Mucho polvo acumulado de meses, manos y dedos en paredes y muebles. Sofá cama incomodísimo. Sábanas pequeñas para las camas.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Ana,España,5.0,Escrito en 7 de agosto de 2023,,Hice reserva para dos adultos y dos niños. Cuando llegamos la cama de los niños no estaba abierta y nos costó algo de trabajo abrirla. Además solo pusieron toallas para 2 cuando éramos 4,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ester,España,5.0,Escrito en 3 de agosto de 2023,Buena ubicación y tiendas cerca.,"El edificio para lo grande que es solo tiene dos ascensores, con lo qual siempre hay que esperar. Si a esto le sumas que se estropea uno de ellos, pues misión imposible subir y bajar al 8 piso.
La segunda  noche se nos estropeó el aire acondicionado. No nos dieron ninguna solución. A las 22h estábamos a 27°. Al ser un 8 piso, las ventanas solo.se abrían un poco de manera que no pasaba aire. Un bochorno toda la tarde y noche en el apartamento que no se podía aguantar y no se ofreció ningún ventilador o alternativa para poder estar en condiciones adecuadas.
El suelo de los ascensores del parking menos 2 estaba sucísimo, como con moho negro. El priner día que lleguemos había un vómito y el tercer día seguía allí.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Rodrigo,España,6.0,Escrito en 3 de agosto de 2023,céntrico y bien ubicado y bastante completo de menaje y demás .,"La ducha sin mampara,se sale el agua por todos los sitios.
La tele no funcionaban la mitad de canales y las almohadas no me gustaron (aunque esto va en cada persona).
check out a las 11:00 
No tiene persianas,para los que le guste dormir con oscuridad.","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Anónimo,España,9.0,Escrito en 28 de agosto de 2023,"Diseño, ubicación, facilidad check-in/out",No tenía servicio consignas,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Anónimo,España,7.0,Escrito en 2 de agosto de 2023,Ubicación y limpieza,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Anónimo,España,10.0,Escrito en 29 de julio de 2023,"Muy nuevo y espacioso 
Recepción on line,  siempre disponibles","El sofá del salón que es cama, tiene el  somier blando y suena bastante al moverse  con la cama abierta durante el sueño","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Anónimo,España,9.0,Escrito en 24 de junio de 2023,"Cómodo, practico y bien situado.
El alojamiento tiene de todo como para sentirte como en casa durante la estancia. Habitación amplia con cocina muy funcional","La estancia incluía desayuno, pero lo que traían era una caja a la habitación con lo que era el desayuno en sí. Era muy completo, pero me esperaba otro tipo de servicio","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Anónimo,España,9.0,Escrito en 28 de mayo de 2023,céntrico,q no se puedan abrir las ventanas,"['•Viaje de negocios', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Anónimo,España,10.0,Escrito en 25 de abril de 2023,"la ubicacacion y el apartamento estaba muy bien equipado, la cama muy cómoda la verdad que todo genial !!!",no puedo decir nada malo porque no lo encontré,"['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Anónimo,España,10.0,Escrito en 6 de marzo de 2023,"Todo muy limpio y la ubicación perfecta, en pleno centro de Vitoria.","Nada, todo ideal.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Sagrario,España,8.0,Escrito en 14 de diciembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Silvia,España,8.0,Escrito en 14 de diciembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Laura,España,8.0,Escrito en 12 de diciembre de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche']",Vitoria
Gómez,España,7.0,Escrito en 11 de diciembre de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 1 noche']",Vitoria
Torrado,España,10.0,Escrito en 10 de diciembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Eduardo,España,10.0,Escrito en 10 de diciembre de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches']",Vitoria
Ana,España,7.0,Escrito en 10 de diciembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Almudena,España,9.0,Escrito en 9 de diciembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Leticia,España,10.0,Escrito en 6 de diciembre de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 2 de diciembre de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Lander,España,10.0,Escrito en 29 de noviembre de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ione,España,8.0,Escrito en 29 de noviembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Juan,España,10.0,Escrito en 21 de noviembre de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 1 noche']",Vitoria
Santiago,España,10.0,Escrito en 20 de noviembre de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Legendario,España,9.0,Escrito en 17 de noviembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Lara,España,10.0,Escrito en 11 de noviembre de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Mcarmen,España,10.0,Escrito en 10 de noviembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Daniel,España,9.0,Escrito en 8 de noviembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Jose,España,9.0,Escrito en 27 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Albert,España,8.0,Escrito en 25 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Mónica,España,10.0,Escrito en 25 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Raúl,España,9.0,Escrito en 24 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 24 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Jose,España,10.0,Escrito en 23 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Isabel,España,10.0,Escrito en 22 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Paula,España,9.0,Escrito en 21 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 6 noches', '•Enviado por móvil']",Vitoria
Martínez,España,10.0,Escrito en 20 de agosto de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Victor,España,10.0,Escrito en 19 de agosto de 2025,,,"['•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Carmen,España,10.0,Escrito en 14 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Ático', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ana,España,9.0,Escrito en 13 de agosto de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Pablo,España,10.0,Escrito en 13 de agosto de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,9.0,Escrito en 13 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Diego,España,10.0,Escrito en 13 de agosto de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Marie,Francia,10.0,Escrito en 12 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Javier,España,9.0,Escrito en 11 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Isabel,España,8.0,Escrito en 10 de agosto de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Josep,España,8.0,Escrito en 10 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']",Vitoria
Beatriz,España,9.0,Escrito en 8 de agosto de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,Francia,8.0,Escrito en 6 de agosto de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 5 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Paco,España,9.0,Escrito en 4 de agosto de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Myriam,España,9.0,Escrito en 31 de julio de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Antonio,España,10.0,Escrito en 31 de julio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Sonia,España,10.0,Escrito en 8 de junio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Entrerriana,Argentina,10.0,Escrito en 8 de junio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Amparo,España,9.0,Escrito en 6 de junio de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Rebeca,España,8.0,Escrito en 5 de junio de 2025,,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Nicole,España,9.0,Escrito en 5 de junio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Iñigo,España,7.0,Escrito en 4 de junio de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Emilio,España,7.0,Escrito en 4 de junio de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Dolores,España,9.0,Escrito en 3 de junio de 2025,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Santa,España,8.0,Escrito en 2 de junio de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Ana,España,10.0,Escrito en 2 de junio de 2025,,,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Mattin,España,10.0,Escrito en 1 de junio de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Olatz,España,8.0,Escrito en 1 de junio de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Cristina,España,9.0,Escrito en 1 de junio de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Leyre,España,8.0,Escrito en 31 de mayo de 2025,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Jonatan,España,8.0,Escrito en 28 de mayo de 2025,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Diego,España,10.0,Escrito en 28 de mayo de 2025,,,"['•Viaje de negocios', '•Pareja', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ivan,España,10.0,Escrito en 27 de mayo de 2025,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
