username,country,score,date_written,positive,negative,tags,hotel
Martínez,España,8.0,Escrito en 26 de enero de 2025,"El lugar fue conveniente para nuestras necesidades, estaba limpio y el personal es amable","El personal no es muy eficiente para responder las consultas que se hacen a través de la plataforma, nunca respondieron","['•Viaje de ocio', '•Familia con niños pequeños', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']",Donosti
Jose,España,8.0,Escrito en 22 de enero de 2025,La disponibilidad horaria y el precio,,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']",Donosti
Jusue,España,9.0,Escrito en 20 de enero de 2025,Ambiente nad,Nada,"['•Viaje de ocio', '•Persona que viaja sola', '•Cama en habitación compartida mixta con 6 camas y baño compartido', '•Estancia de 1 noche', '•Enviado por móvil']",Donosti
Cesi,España,9.0,Escrito en 13 de enero de 2025,"Las instalaciones son nuevas y estuvimos muy agusto,  la ciudad muy bonita, solo nos quedamos una noche pero la habitación que éramos 3 eran dos literas y la zona del baño muy espaciosa y todo muy limpio. Pudimos aparcar justo detrás del hotel que es zona azul pero como era sábado tarde no había que pagar","Me gustó todo,","['•Viaje de ocio', '•Grupo', '•Habitación Cuádruple con baño', '•Estancia de 1 noche', '•Enviado por móvil']",Donosti
Lopez,España,10.0,Escrito en 14 de diciembre de 2025,"La situación, limpieza y las instalaciones en general.","La única pega ha sido el sofá cama, un poco incomodo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
B,España,9.0,Escrito en 5 de diciembre de 2025,Ubicación,Terrible el extremo ambientador en la planta baja . Subes a la habitación mareado . Por demás. Acabé con osmofobia y cefalea .,"['•Viaje de negocios', '•Grupo', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Karlosmaiden,España,10.0,Escrito en 16 de noviembre de 2025,"La ubicación es una pasada, lo fácil de llegar al párking y a 5 minutos el apartamento, la cerradura del portal se abre con el móvil, entrar y un olor super agradable, abrir la puerta del apartamento y una pasada de chulo, limpio, todo nuevo, aire acondicionado, lavadora, horno microondas, TV plano, todo super bien, mi hija de 12años y mi sobrina de 15 super contentas, 2 cajas de bienvenida con aguas patatas.... gracias por todo",Me gustó todo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Els,España,7.0,Escrito en 10 de noviembre de 2025,Diseño y emplazamiento.,"Sofa cama muy incómodo, hundido y con ruido de muelles con cada movimiento. Las habitaciones no tienen paredes, solo separación de ambiente con listones de madera en un espacio diáfano con el sala-cocina.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Martinez,España,10.0,Escrito en 9 de noviembre de 2025,Ubicación y comodidad de las instalaciones,Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Alejandro,Corea del Sur,10.0,Escrito en 28 de octubre de 2025,,Se escuchaba un goteo por la noche del piso de arriba y la luz roja de la alarma de incendios parpadea y molesta un poco por la noche,"['•Con una mascota', '•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",BilbaoMuseo
Alvaro,España,8.0,Escrito en 25 de octubre de 2025,La terraza,Q no tenía cama era sofá cama,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Her,Argentina,9.0,Escrito en 19 de octubre de 2025,"Super moderno, muy bien ubicado, en frente del museo. Amplio departamento, hermoso","La atención dejo mucho que desear, sobre todo porque no se le discute al huésped cuando no hay nada que discutir. Uno se puede equivocar, se piden disculpas y listo, pero echarle la culpa al huésped de la propia torpeza no va.  Pedí parking tres veces. Me lo cobraron y todo. Cuando llegue, me dijeron que ""creyeron que no lo quería"" porque un dia antes ""pedi indicaciones para el parking pero claramente nunca confirme que lo quería. O sea, pido parking, me lo cobran, pido indicaciones de como ir, en eso me piden que pase la placa que no llegue a leer, y como no la pase horas antes ""creyeron que no quería el parking y solo quería la dirección del mismo para ir a que...?","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Sergio,España,9.0,Escrito en 14 de octubre de 2025,Las vistas increíbles,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Iván,España,10.0,Escrito en 30 de septiembre de 2025,"Es increíble el lugar y la ubicación, muy recomendable",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche']",BilbaoMuseo
Silvia,España,10.0,Escrito en 28 de septiembre de 2025,La ubicación. Justo enfrente del museo Guggenheim. Y un apartamento espectacular 😍. Muy moderno y muy completo.,Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Rocío,España,9.0,Escrito en 9 de septiembre de 2025,Ubicación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Carmen,España,10.0,Escrito en 5 de septiembre de 2025,"ubicación, limpieza y no faltaba un detalle",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Pilar,España,9.0,Escrito en 31 de agosto de 2025,"Ubicación excelente, muy cómodo... pudimos adelantar la entrada a las 12 por una suplemento...",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Laura,España,9.0,Escrito en 30 de agosto de 2025,"Me gusto Todo, ubicacion, limpieza, decoracion, menaje, comodidad, bonito, situacion. Muy bien, nos gusto mucho. Original, practico, limpio, moderno. Muy bien situado, se puede ir andando a los principales sitios que hay que ver. Te dejan como detalle al entrar, agua, patatas y un folleto con recomendaciones de sitios para ver y comer.",El ascensor...que era lentiiiiiiisimo,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Eduardo,España,9.0,Escrito en 28 de agosto de 2025,Ubicación y todo nuevo,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Victorino,España,10.0,Escrito en 25 de agosto de 2025,Todo general,Falta de intimidad en habitación.por poner alguna cosa,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Ana,España,9.0,Escrito en 24 de agosto de 2025,Ubicación y limpieza,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Seila,España,10.0,Escrito en 1 de agosto de 2025,"Todo, pero la ubicación perfecta 🤩",Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Celia,España,9.0,Escrito en 28 de julio de 2025,"Esta muy bien ubicado, tiene buenas vistas, los apartamentos están muy nuevos y bien decorados, es todo muy práctico y tienen todo lo necesario",Todo estuvo muy bien,"['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Maria,España,8.0,Escrito en 17 de mayo de 2025,"Muy buena ubicación, muy amplio y muy limpio","En general bien dotado pero: no había servilletas ni rollo de cocina, (y poco papel higiénico!).
La ducha y el lavabo no desaguan bien","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Daniela,España,7.0,Escrito en 5 de mayo de 2025,"La ubicación es estupenda. Justo en frente del Guggenheim y a minutos de la zona del Río y de muchos restaurantes y cafés. Además, el apartamento es muy nuevo y con vistas al Guggenheim. El baño es amplio y muy cómodo.","Los colchones era muy incómodos y el apartamento habría sido perfecto de tamaño para dos, pero éramos dos adultos y dos niños pequeños y se nos ha hecho un poco pequeño. Tampoco nos ha parecido bien el hecho de abonar 15 euros por acceder al apartamento dos horas antes de la hora de check-in estando el apartamento disponible. Tampoco nos dieron facilidades para dejar las maletas.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",BilbaoMuseo
Alberto,España,7.0,Escrito en 29 de abril de 2025,La ubicación estaba bien,La tostadora no funciona.  El lavavajillas no funciona. Falta mucho menaje de cocina. El sofá cama bastante incómodo.,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Maria,España,7.0,Escrito en 21 de abril de 2025,La ubicación y la decoración del apartamento,"Que se oyen todos los ruidos, está muy mal aislado. Que el baño no estaba muy limpio cuando llegamos.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",BilbaoMuseo
Carla,España,10.0,Escrito en 1 de junio de 2024,"Muy bien ubicado, al lado del Guggenheim, habitación amplia para 4 personas y cómoda. Muy limpio. Desde nuestra habitación podías ver el museo.",Acceso,"['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Fabiola,Países Bajos,10.0,Escrito en 27 de mayo de 2024,"Todo excelente, la atención y el estudio.","Sólo por quejarme, el extractor del baño y la puerta de baño son muy ruidosos.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",BilbaoMuseo
Ana,España,10.0,Escrito en 21 de mayo de 2024,"Perfecto, muy buena ubicación , limpio y cómodo.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Julia,España,9.0,Escrito en 18 de mayo de 2024,La ubicación,Había una toalla grande mojada usada en el baño.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Carmen,España,10.0,Escrito en 9 de mayo de 2024,"Una muy buena ubicación , pero en unos apartamentos tranquilos cerca de todo.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Judith,España,10.0,Escrito en 24 de abril de 2024,La ubicación la tranquilidad y el buen acceso,Por poner una pega el ascensor demasiado lento agobiaba un poco,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Sandra,España,9.0,Escrito en 8 de abril de 2024,"Ubicación, limpieza y confort","El laborioso check in.Debería haber un cartel con las normas y horario check out en el apartamento","['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Maria,España,10.0,Escrito en 8 de abril de 2024,Lo que más me gustó fue la ubicación del apartamento y sus vistas al museo.La  limpieza y muy coqueto el apartamento.,"Por decir algo, las almohadas eran muy bajitas, tenía poco relleno. Me hubiera gustado que hubiera alguna almohada un poco más compacta. Por lo demás genial todo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Ana,España,10.0,Escrito en 5 de abril de 2024,El  apartamento es ideal muy chulo y limpio. La ubicación excelente para ver la ciudad.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
David,España,10.0,Escrito en 30 de marzo de 2024,"Ubicación, limpieza y comodidad, perfecto para pasar unos días cerca del centro de bilbao pero alejado del bullicio. 
Destacar que hubo un problema con el lavavajillas y rápidamente un empleado se puso en contacto conmigo para subsanar el problema.",,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Paulacc,España,10.0,Escrito en 27 de marzo de 2024,"La ubicación es inmejorable. El apartamento tiene todo lo indispensable para pasar unos días estupendos. Está bien equipado y con muchos detalles. La decoración es muy funcional y está puesto todo, con mucho gusto.","Por decir algo, mi hijo se quejó del colchón del sofá cama, cosa bastante habitual en este tipo de colchones que son más finos de lo normal.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",BilbaoMuseo
Melquiades,España,10.0,Escrito en 9 de marzo de 2024,"Bien situado, agradable, decoración funcional y bonita, practico",Me gustó todo,"['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Alfonso,España,9.0,Escrito en 5 de marzo de 2024,"Comodidad y la cocina completa. El detalle de bienvenida es un puntazo. Limpio, bien ubicado. Piso reformado con gusto.",Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Mónica,España,10.0,Escrito en 3 de marzo de 2024,La ubicación. El apartamento entero estaba genial,No había mesa para comer las 4 personas que éramos.No había platos algo muy extraño.Nos pusieron toallas solo para tres.,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Cristina,España,10.0,Escrito en 3 de marzo de 2024,"Todo fenomenal, limpieza, ubicación, muy nuevo…","El check out era a las 11 de la mañana y a esa misma hora ya nos estaban picando la puerta para que saliéramos, no dieron ni unos minutos de cortesía…","['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Elizabeth,España,9.0,Escrito en 3 de marzo de 2024,"La ubicación ,nuestro balcón daba al museo, íbamos con dos niños y lo primero que hacían por la mañana era ver a Puppy. 
 La limpieza genial 
El diseño del apartamento, moderno y cómodo","Eché en falta una escoba y fregona . 
El ruido exterior de los vecinos y la luz que se enciende automáticamente y se nota en la habitación . 
Tuve algunas dudas y tardaron en responderme , haciéndolo de forma automática con el mismo mensaje .","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Alberto,España,9.0,Escrito en 18 de febrero de 2024,"Muy bien el apartamento, situación excelente, muy completo, con todos detalles,limpio, tranquilo...muy bien. Un detallazo la cama y comederos para la mascota.","El proceso de cheking no es complicado pero no me gusta que haya que morir al palo de todo por internet.  La activación de la llave, es decir, la entrada al apartamento ES MUY TARDE, a las 15 h.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Jorge,España,9.0,Escrito en 13 de febrero de 2024,Ubicacion,Aislamiento acustico,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Ana,España,10.0,Escrito en 9 de febrero de 2024,"La ubicación fantástica al lado del Museo Guggenheim y a 7 minutos de la parada de metro. El apartamento muy cuidado y con todo lo necesario para pasar unos días: utensilios cocina, lavadora..",Todo genial aunque la cama del sofá cama era un poco incómoda y creo que podrían ofrecer algunas almohadas  y edredones. Pero por lo demás todo genial,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Santamaría,España,9.0,Escrito en 8 de febrero de 2024,La distribución y la sitúa,En general todo me gustó,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Medel,España,8.0,Escrito en 21 de enero de 2024,"Amplitud, luz y vistas",Qué no hubiera puertas en las habitaciones.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Chafik,España,10.0,Escrito en 19 de enero de 2024,Todo,Salida alas 11 alas 12 mejor,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Edecio,España,10.0,Escrito en 13 de enero de 2024,"Excelente ubicación, fácil acceso, todo impecable y ágil reserva","Nada, todo estuvo muy bien","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Rosa,España,8.0,Escrito en 8 de enero de 2024,"Ubicación, limpieza, muy bien organizado check in y check out virtual.","Eché de menos un microondas, y algo de mantenimiento: la manilla del baño estaba suelta y se caía todo el rato.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Luciana,España,10.0,Escrito en 8 de enero de 2024,Todo me parecio muy acogedor,"La limpieza delBaño, habian pelos porTodos lados","['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Lebega,España,6.0,Escrito en 14 de noviembre de 2025,"El apartamento tiene una apariencia moderna y muy chula. El ventanal daba al museo y nos gustó mucho en éste sentido. Tiene una ubicación espectácular. Al lado del museo y la ría. Y si tienes perrito, muy cerca se encuentra el parque Casilda en el que se ven muchísimos perritos jugando. El mío se lo pasó genial :)
Al llegar al apartamento, al perrito le dejarón una bolsita de galletas, bebedero, comedero y camita :)","Aunque me gustaron muchas cosas del apartamento, hay otras que no me han gustado nada. 
En primer lugar, las fotos del estudio no era exactas a lo que vimos en el anuncio. En mi caso, quería la habitación algo separada de la entrada como venía en las fotos y, al entrar, lo primero que hay es la cama en un espacio diáfano. La puerta del baño no cerraba bien y la cama era incómoda y ruidosa. Además eché en falta una escoba y fregona.
Había un ruido muy molesto de las bajantes del edificio cada dos por tres. Por las noche, al irte a dormir, se volvía insoportable. 
Y, por último, deberían poner en el anuncio del apartamento el precio de la mascotas. Es verdad que indican que hay un suplemento pero no me esperaba los 20€ AL DÍA. En mi caso, 100€ por 5 días. Me enteré al coger ya el apartamento y no pude cancelarlo porque lo cogí sin cancelación. Para considerarse petfriendly me parece abusivo. Y si éste es el precio, al menos, que se informe. Y podamos decidir con toda la información. 
En definitiva, no volvería a repetir porque no he llegado a salir muy contenta :(","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']",BilbaoMuseo
Teresa,España,2.0,Escrito en 6 de octubre de 2025,La ubicación,"Deficiencias importantes el el apartamento, interruptores colgando, no tenia luz excepto en el baño que no se apagaba, increíble y conocían las deficiencias, nos dejaron cartel.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Gabriela,Chile,6.0,Escrito en 3 de septiembre de 2025,Las instalaciones,"La reserva era para tres y no tenía la cama hecha para la tercera ( tuvimos que abrir un pesado sofá ) sin toallas para todos. La vista muy linda al museo estaba obstaculizada por reparaciones ( esto no fue notificado) Había mucha suciedad en la entrada.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Sergio,España,2.0,Escrito en 22 de abril de 2025,Ubicación,"Mal trato on line, no me dejaron dejar las maletas una hora antes hasta que no pague en early check in pero sin embargo pude tener la lavadora rota más de un día con mis cosas atrapadas dentro y solo enviaron a alguien a arreglarlo el día posterior una hora antes de tener que abandonar el apartamento","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",BilbaoMuseo
Maria,España,6.0,Escrito en 9 de abril de 2025,"Perfecta ubicación y limpio, pero para el descanso muy incómodo, colchones muy finos donde dormir bien era imposible.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",BilbaoMuseo
Marta,España,6.0,Escrito en 25 de febrero de 2025,"La ubicación es muy buena y muy fácil de hacer el Check-in. 
Las toallas agradables y kit de bienvenida.",El sofá cama es de lo más incómodo que he visto nunca.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Tamara,España,4.0,Escrito en 16 de febrero de 2025,La ubicación,"Húmedad en las paredes del baño ,rejilla de la ducha suelta y silicona del suelo levantada ,la cama y el sofá cama no eran nada cómodos","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Marina,España,3.0,Escrito en 30 de enero de 2025,"La ubicación. El apartamento estaba limpio, aunque podrían repasar las paredes que están llenas de manchas de otros huéspedes. Te dejan dos cápsulas de café y dos botellas de agua, aunque éramos 4 personas. Buena comunicación con el responsable.","Para que te den las claves de acceso para entrar al apartamento, hay que hacer un check in MUY tedioso. Hay que seguir bastantes pasos. Cuando crees que los has completado todos, antes de entrar para que te den la clave te piden 200€ de fianza obligatorios, QUE NO APARECE EN NINGUNA PARTE. El Precio es bastante elevado teniendo en cuenta que el apartamento de 4 personas es una cama y un sofá cama, muy muy muy incómodo, te clavas los muelles constantemente, por no decir el ruido que hacen los muelles. Insonorización con otras habitaciones muy mala.","['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Oyuelitos,España,1.0,Escrito en 20 de enero de 2025,El apartamento está bien.,"Nos han cobrado una penalización directamente de 150 euros por “fumar”  cosa que no hicimos, solo una fuma iqos y es un vapper.","['•Viaje de negocios', '•Grupo de amigos', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Marina,España,6.0,Escrito en 27 de diciembre de 2024,"La ubicación. El autobús del aeropuerto para muy cerca, 3 minutos hasta el apartamento. Muy limpio. Supermercados varios al lado. Bien equipado para cocinar.","No había instrucciones para: el code de wifi, el funcionamiento de la calefacción (una vez activada se regulaba muy bien, pero lento) En el cuarto no hay ventanas. Bonita decoración. Baño agradable con calefacción...","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",BilbaoMuseo
Asier,España,4.0,Escrito en 13 de diciembre de 2024,La ubicación,"Ruidoso por la mala ventana que tenía la habitación, frío porque no funcionaba la calefacción y pequeño porque el sofá cama no dejaba espacio para pasar entre la habitación y la cocina","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Estibalitz,España,3.0,Escrito en 13 de noviembre de 2024,,Pagamos 170€ por algo que realmente no merecía tanto… la cocina escondida tras armarios que se mueven que hay que darse cuenta para moverlos u abrirlos… entraba la claridad de la mañana a través de las cortinas que supuestamente tapan el sol,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
María,España,1.0,Escrito en 16 de octubre de 2024,"No llegue a hospedarme,,, ya que me negaron la entrada aun teniendo la confirmación de que aceptaban mascotas",Demasiados protocolos para hacerse llamar especialmente alojamiento para mascotas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Marina,España,4.0,Escrito en 6 de octubre de 2024,La ubicación,"No parecía muy limpio; el sofá cama solo tiene muelles; no está bien aislado del ruido, ni de la calle ni de las habitaciones contiguas; la habitación no tiene pared por lo que cada vez que del salón íbamos al baño despertábamos a los que dormian en la habitación porque tienen 0 privacidad","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Javier,España,4.0,Escrito en 11 de julio de 2024,"El grifo de la ducha con sus diferentes opciones de agua. Y la lavadora secadora, muy práctica.","La verdad que la cerradura por móvil me dio bastantes problemas. Y el colchón de la cama estaba para renovar, mal descanso.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Maite,España,5.0,Escrito en 30 de diciembre de 2023,"Creo q nada ,.. el paseo mañanero por la ria??,,","*Terrible el check in.. 3 h mas tarde No trabajan el checking s traves de apo de booking El personal de ls central pasota más bien *digitalmente no está preparado , aunque es lo q te venden*Demasiado sostenible… te quedas sin luz si no t mueves antes de 4 minutos… lo cronometramos,.. hasta en la ducha(,, te quedas con el acondicionador sin aclarar con la luz apagada),,,… imposible oensar en leer un libro relajadamente… ni jns luz d mesa se mantiene .*El parking tampoco está tal y como t dicen,,, tuenes q hacer mas de 1,5 km para entrar en coche*limpieza un 6… horno y baño muy mejorable","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Ines,España,5.0,Escrito en 28 de diciembre de 2023,Es precioso muy elegante y buena situacion,"Éramos  4 y pusieron dos aguas y dos cápsulas café
No había mantas para echar encima
La calefacción no funcionaba y pasamos frio por la noche
Para hacer cheki-in te tiras un rato","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Daniela,Argentina,4.0,Escrito en 18 de octubre de 2023,Me gusto la ubicación,"No me gusto el sofá cama se sentían todos los resortes y hacía muchísimo ruido al querer intentar moverse.
Lo peor fue el olor que arroja el baño , no se si tienen problemas de tuberías pero era espantoso . Mi madre no ha podido dormir del olor ya que estaba en la cama al lado del baño. 
El precio me parece elevado para lo que es más teniendo en cuenta que con ese aroma tampoco era viable comer ahí y aprovechar que tienen cocina.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",BilbaoMuseo
Maria,España,6.0,Escrito en 11 de octubre de 2023,Ubicación,"Contraté dos apartamentos. Uno tenía la amplitud necesaria para cuatro personas, pero el otro (el 103), era mucho más pequeño (el apartamento parecía que era para dos personas, pues solo disponía de dos sillas y el espacio era insuficiente), aún así, el precio que pagué por ambos fue el mismo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",BilbaoMuseo
Esther,España,6.0,Escrito en 15 de agosto de 2023,La ubicación,La limpieza y las camas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
Mónica,España,5.0,Escrito en 5 de agosto de 2023,Muy limpio y muy cómodo y bien situado.,No pudimos dormir del calor qué hacía. No funcionaba el aire acondicionado y al abrir la ventana entraba mucho ruido.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",BilbaoMuseo
